title,url,pageid,state,level,description,instance_of,founded,website,school_district,nces_id,postal_code,wikidata_qid,lat,lon,pageviews_60d,thumbnail,source_category
"Notre Dame High School (Portsmouth, Ohio)","https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Portsmouth,_Ohio)",9541809,Ohio,high,"Private high school in Portsmouth, Ohio, United States",high school,1852,http://notredameschools.com,,,45662,Q7063442,38.75,-82.98583333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/PortsmouthNotreDameHS.jpg/330px-PortsmouthNotreDameHS.jpg,Private middle schools in Ohio
Notre Dame-Cathedral Latin School,https://en.wikipedia.org/wiki/Notre_Dame-Cathedral_Latin_School,6111133,Ohio,high,"Private coeducational school in Chardon, Ohio, United States",university-preparatory school,1878,,,,44024,Q7063350,41.51861111,-81.26083333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Notre_dame-cathedral_latin_%283%29.jpg/330px-Notre_dame-cathedral_latin_%283%29.jpg,"High schools in Geauga County, Ohio"
Oak Harbor High School (Ohio),https://en.wikipedia.org/wiki/Oak_Harbor_High_School_(Ohio),9390582,Ohio,high,"Public high school in Oak Harbor, Ohio, United States",high school,1919,http://www.bcs.k12.oh.us/all-schools/ohhs,Benton-Carroll-Salem Local School District,390489203452,43449,Q7073537,41.51394,-83.156726,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Oak_harbor_high_school.JPG/330px-Oak_harbor_high_school.JPG,Public high schools in Ohio
Oak Hill High School (Ohio),https://en.wikipedia.org/wiki/Oak_Hill_High_School_(Ohio),9078051,Ohio,high,"Public high school in Oak Hill, Ohio, United States",high school,,http://www.oakhill.k12.oh.us,,390477604623,45656,Q7073577,38.90722222,-82.57111111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/OHHS_CIMG0464.JPG/330px-OHHS_CIMG0464.JPG,Public high schools in Ohio
Oakwood High School (Ohio),https://en.wikipedia.org/wiki/Oakwood_High_School_(Ohio),8456228,Ohio,high,"Public, coeducational high school in Dayton, Ohio, US",high school,,http://ohs.oakwoodschools.org/pages/Oakwood_High_School,Oakwood City School District,390445801467,45419,Q7074312,39.720905,-84.171777,0,,Public high schools in Ohio
Oberlin Academy,https://en.wikipedia.org/wiki/Oberlin_Academy,59437264,Ohio,,"College preparatory school in Oberlin, Ohio, United States",school,1833,,,,,Q65091479,41.292929,-82.218576,0,,Preparatory schools in Ohio
Oberlin High School (Ohio),https://en.wikipedia.org/wiki/Oberlin_High_School_(Ohio),6638368,Ohio,high,"Public school in Oberlin, Ohio, United States",high school,,https://www.oberlinschools.net/home,,390445901471,44074,Q7074763,41.29916667,-82.2125,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Oberlin_7-3-25_High_School.jpg/330px-Oberlin_7-3-25_High_School.jpg,Public high schools in Ohio
Ohio Distance and Electronic Learning Academy,https://en.wikipedia.org/wiki/Ohio_Distance_and_Electronic_Learning_Academy,14468019,Ohio,high,"American free, online charter school",high school,,https://ohdela.com/,,,,Q7072553,,,0,,Charter schools in Ohio
Ohio School for the Deaf,https://en.wikipedia.org/wiki/Ohio_School_for_the_Deaf,6742611,Ohio,high,"Public high school in Columbus, Ohio, United States",high school,1829,https://osd.ohio.gov/wps/portal/gov/osd/about/history,,,43214,Q7080889,40.06611111,-83.00472222,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Aerial_view_of_Ohio_School_for_the_Deaf_01.jpg/330px-Aerial_view_of_Ohio_School_for_the_Deaf_01.jpg,Public boarding schools in the United States
Ohio State School for the Blind,https://en.wikipedia.org/wiki/Ohio_State_School_for_the_Blind,6742742,Ohio,high,"Public, coeducational high school",high school,1837,http://www.ossb.oh.gov,,,43214,Q7080956,40.06916667,-83.01194444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Ohio_State_School_for_the_Blind.jpg/330px-Ohio_State_School_for_the_Blind.jpg,Public boarding schools in the United States
Ohio Valley Career and Technical Center,https://en.wikipedia.org/wiki/Ohio_Valley_Career_and_Technical_Center,6675629,Ohio,high,"School in West Union, , Ohio, United States",high school,,http://www.ohiovalley.k12.oh.us/ovctc/,,390619004234,45693,Q7081010,38.8125,-83.58416667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ohio_Valley_Career_and_Technical_Center.jpg/330px-Ohio_Valley_Career_and_Technical_Center.jpg,Public high schools in Ohio
Ohio Virtual Academy,https://en.wikipedia.org/wiki/Ohio_Virtual_Academy,4166301,Ohio,high,"Virtual school in Maumee, Ohio, United States",high school,,https://ohva.k12.com/,,390018004704,43537,Q7081026,,,0,,Online schools in the United States
Ohio Women's Methodist Seminary,https://en.wikipedia.org/wiki/Ohio_Women's_Methodist_Seminary,959974,Ohio,,Seminary in ohio,seminary,,,,,,Q7081034,,,0,,Christian schools in Ohio
Old District 10 Schoolhouse,https://en.wikipedia.org/wiki/Old_District_10_Schoolhouse,49887390,Ohio,,United States historic place,school building,1912,,,,,Q24040167,41.38833333,-81.815,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Old_School_House_10_Middleburg_Hts_Ohio.JPG/330px-Old_School_House_10_Middleburg_Hts_Ohio.JPG,Schoolhouses in the United States
Old Fort High School,https://en.wikipedia.org/wiki/Old_Fort_High_School,9544342,Ohio,high,Public school,high school,,http://www.old-fort.k12.oh.us,,391002103681,,Q7084027,41.234762,-83.148954,0,,Public high schools in Ohio
"Old Trail School (Bath, Ohio)","https://en.wikipedia.org/wiki/Old_Trail_School_(Bath,_Ohio)",4451841,Ohio,middle,"Private, secular, co-ed school in Bath, Ohio, United States",school,1920,http://www.oldtrail.org,,,,Q7085319,41.186888,-81.587933,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Old_Trail_School_6-23-24_thumbnail_IMG_0864.jpg/330px-Old_Trail_School_6-23-24_thumbnail_IMG_0864.jpg,Private elementary schools in Ohio
"Old Union School (Coshocton, Ohio)","https://en.wikipedia.org/wiki/Old_Union_School_(Coshocton,_Ohio)",36975327,Ohio,,United States historic place,school,,,,,,Q7085356,40.2775,-81.86694444,0,,Schoolhouses in the United States
Olentangy Berlin High School,https://en.wikipedia.org/wiki/Olentangy_Berlin_High_School,57730731,Ohio,high,"School in Delaware, Ohio, United States",high school,,https://obhs.olentangy.k12.oh.us/,Olentangy Local School District,,43015,Q55284719,40.25416667,-83.005,0,,Public high schools in Ohio
Olentangy High School,https://en.wikipedia.org/wiki/Olentangy_High_School,4910677,Ohio,high,"Public, coeducational school in Lewis Center, Ohio, United States",high school,1953,http://www.olentangy.k12.oh.us/ohs/,Olentangy Local School District,390467602648,43035,Q7086387,40.205,-83.02083333,0,,Public high schools in Ohio
Olentangy Liberty High School,https://en.wikipedia.org/wiki/Olentangy_Liberty_High_School,5216605,Ohio,high,"Public high school in Powell, Ohio, United States",high school,2003,http://www.olentangy.k12.oh.us/olhs/,Olentangy Local School District,390467604599,43065,Q7086388,40.19805556,-83.09888889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Olentangy_Liberty_High_School_Facade.jpg/330px-Olentangy_Liberty_High_School_Facade.jpg,Public high schools in Ohio
Olentangy Orange High School,https://en.wikipedia.org/wiki/Olentangy_Orange_High_School,18479389,Ohio,high,"Public high school in Lewis Center, Ohio, United States",high school,,http://www.olentangy.k12.oh.us/Orange%20HS,Olentangy Local School District,390467605390,43035,Q7086390,40.17166667,-82.97888889,0,,Public high schools in Ohio
Olmsted Falls High School,https://en.wikipedia.org/wiki/Olmsted_Falls_High_School,6616525,Ohio,high,"Public high school in Olmsted Falls, Ohio, United States",high school,1967,http://www.ofcs.k12.oh.us,Olmsted Falls City School District,390465702595,44138,Q7088432,41.37083333,-81.92694444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Olmsted_falls_3.jpg/330px-Olmsted_falls_3.jpg,Public high schools in Ohio
Olney Friends School,https://en.wikipedia.org/wiki/Olney_Friends_School,13348030,Ohio,high,"Private, high school in Barnesville, , Ohio, United States",school,1837,http://www.olneyfriends.org,,,43713,Q7088452,39.98444444,-81.15027778,0,,Boarding schools in Ohio
Ontario High School (Ohio),https://en.wikipedia.org/wiki/Ontario_High_School_(Ohio),9496227,Ohio,high,"Public high school in Mansfield, Ohio, United States",high school,,http://www.ontarioschools.org/ontariohighschool_home.aspx,Ontario Local School District,390494703608,44906,Q7094684,40.765833,-82.647778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Ontario_High_School_OH.JPG/330px-Ontario_High_School_OH.JPG,Public high schools in Ohio
"Open Air School (Columbus, Ohio)","https://en.wikipedia.org/wiki/Open_Air_School_(Columbus,_Ohio)",66301869,Ohio,,United States historic place,school building,1927,,,,,Q105044051,40.014509,-83.014094,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Open_Air_School_01.jpg/330px-Open_Air_School_01.jpg,"Schools in Columbus, Ohio"
"Open Door Christian School (Elyria, Ohio)","https://en.wikipedia.org/wiki/Open_Door_Christian_School_(Elyria,_Ohio)",6753164,Ohio,high,"Private christian school in Elyria, , Ohio, United States",school,,http://www.odcs.org,,,44035,Q7096013,41.37333333,-82.16055556,0,,Private schools in Ohio
Orange High School (Ohio),https://en.wikipedia.org/wiki/Orange_High_School_(Ohio),5209692,Ohio,high,"Public, coeducational school in Pepper Pike, Ohio, United States",high school,1924,http://www.orangeschools.org,Orange City School District,391001602600,44124,Q4843358,41.45777778,-81.45416667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Orange_High_School%282%29.jpg/330px-Orange_High_School%282%29.jpg,Public high schools in Ohio
Orrville High School,https://en.wikipedia.org/wiki/Orrville_High_School,9633926,Ohio,high,"Public, co-ed school in Orrville, Ohio, United States",high school,1880,http://www.orrville.k12.oh.us/,Orrville City School District,390446101485,44667,Q7104115,40.848022,-81.7706,415,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/7-25-22_Orrville_high_school.jpg/330px-7-25-22_Orrville_high_school.jpg,Public high schools in Ohio
Otsego High School,https://en.wikipedia.org/wiki/Otsego_High_School,7210895,Ohio,high,"Secondary school in Tontogany, Ohio",high school,,,Otsego Local School District,390507204045,43565,Q7109069,41.422325,-83.745091,0,,Public high schools in Ohio
Ottawa Hills High School (Ohio),https://en.wikipedia.org/wiki/Ottawa_Hills_High_School_(Ohio),6904324,Ohio,high,"Public high school in Toledo, Ohio, United States",high school,,http://www.ottawahillsschools.org,Ottawa Hills Local School District,390482103150,43606,Q7109188,41.66972222,-83.63138889,368,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ottawa_Hills_High_School%2C_February_2021.jpg/330px-Ottawa_Hills_High_School%2C_February_2021.jpg,Public high schools in Ohio
Ottawa-Glandorf High School,https://en.wikipedia.org/wiki/Ottawa-Glandorf_High_School,17165076,Ohio,high,"School in Ottawa, Ohio, United States",high school,,http://www.ottawaglandorf.org,Ottawa – Glandorf Local School District,390493703574,45875,Q7109134,41.02851,-84.045575,219,,Public high schools in Ohio
Ottoville High School,https://en.wikipedia.org/wiki/Ottoville_High_School,9485866,Ohio,high,"Public, coeducational high school in Ottoville, , Ohio, United States",high school,,http://www.ottovilleschools.org/HighSchool/,Ottoville Local School District,390493803576,45876,Q7109998,40.933516,-84.346235,0,,Public high schools in Ohio
Our Lady of Mercy High School (Ohio),https://en.wikipedia.org/wiki/Our_Lady_of_Mercy_High_School_(Ohio),12352192,Ohio,high,United States historic place,school building,,,,,,Q7110896,39.1105,-84.53211111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Our_Lady_of_Mercy_High_School_in_Cincinnati.jpg/330px-Our_Lady_of_Mercy_High_School_in_Cincinnati.jpg,Private schools in Cincinnati
Our Lady of Victory (Cincinnati),https://en.wikipedia.org/wiki/Our_Lady_of_Victory_(Cincinnati),46655475,Ohio,,"Private school in Ohio, United States",parochial school,1842,https://school.olv.org/,Oak Hills Local School District,,45233,Q19946129,39.107965,-84.635392,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/OLV-Delhi_church.png/330px-OLV-Delhi_church.png,Private schools in Ohio
Our Lady of the Elms High School,https://en.wikipedia.org/wiki/Our_Lady_of_the_Elms_High_School,8842022,Ohio,high,"Private, all-girls school in Akron, , Ohio, United States",high school,1923,http://www.theelms.org,,,44313,Q7111010,41.10277778,-81.55833333,0,,Girls' schools in Ohio
Our Lady of the Visitation School,https://en.wikipedia.org/wiki/Our_Lady_of_the_Visitation_School,8488811,Ohio,elementary,"Private Catholic grade-school in Cincinnati, Ohio",school,1949,http://www.olvisitation.org/school.html,,,,Q7111047,39.145618,-84.66889,0,,Private schools in Cincinnati
Ourant's School,https://en.wikipedia.org/wiki/Ourant's_School,24184382,Ohio,,United States historic place,museum,,,,,,Q7111248,40.28728,-81.12653,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Ourant_School_Harrison_County.jpg/330px-Ourant_School_Harrison_County.jpg,One-room schoolhouses in Ohio
Padua Franciscan High School,https://en.wikipedia.org/wiki/Padua_Franciscan_High_School,4305283,Ohio,high,"Private college-preparatory school in Parma, , Ohio, United States",school,1961,http://www.paduafranciscan.com/,,,44134,Q7123974,41.38027778,-81.71444444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Padua_High_School_8-7-22%282%29.jpg/330px-Padua_High_School_8-7-22%282%29.jpg,"High schools in Cuyahoga County, Ohio"
Paint Valley High School,https://en.wikipedia.org/wiki/Paint_Valley_High_School,3641240,Ohio,high,"Public school in US Highway , Bainbridge, Ohio, United States",high school,1959,http://paintvalleylocalschools.org/paintvalleyhighschool_home.aspx,,390495103617,,Q7124952,39.241989,-83.21441,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/PVHS.JPG/330px-PVHS.JPG,Public high schools in Ohio
Pandora-Gilboa High School,https://en.wikipedia.org/wiki/Pandora-Gilboa_High_School,9485933,Ohio,high,"Public, coeducational school in Pandora, , Ohio, United States",high school,1951,http://www.pg.noacsc.org,,390493903579,45877,Q7130717,40.9545,-83.97,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Newpgschool.png/330px-Newpgschool.png,Public high schools in Ohio
Parkway High School (Ohio),https://en.wikipedia.org/wiki/Parkway_High_School_(Ohio),6639654,Ohio,high,"Public, coeducational high school in Rockford, , Ohio, United States",high school,,http://www.parkwayschools.org/,,390485703303,45882,Q7138800,40.683424,-84.651335,0,,Public high schools in Ohio
Parma Senior High School,https://en.wikipedia.org/wiki/Parma_Senior_High_School,5526285,Ohio,high,"Public, coeducational high school in Parma, , Ohio, United States",high school,1953,http://parmacityschools.org/Domain/16,Parma City School District,390446301506,44129,Q7139149,41.39277778,-81.72111111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Parma_Senior_HS_8-7-22%282%29.jpg/330px-Parma_Senior_HS_8-7-22%282%29.jpg,Public high schools in Ohio
"Patrick Henry High School (Hamler, Ohio)","https://en.wikipedia.org/wiki/Patrick_Henry_High_School_(Hamler,_Ohio)",9592981,Ohio,high,"Public, coeducational high school in Hamler, , Ohio, United States",high school,,http://www.patrickhenry.k12.oh.us/,,390475902925,43524,Q7146701,41.22611111,-83.99583333,0,,Public high schools in Ohio
Patriot Preparatory Academy,https://en.wikipedia.org/wiki/Patriot_Preparatory_Academy,47595774,Ohio,,"Charter school in Columbus, Ohio",school,2010,http://www.patriotprep.com/,,,,Q21197565,,,0,,"Schools in Columbus, Ohio"
Paulding High School,https://en.wikipedia.org/wiki/Paulding_High_School,9391518,Ohio,high,Public school in the United States,high school,,http://pauldingschools.org,,390455702284,,Q14716778,41.14111111,-84.57722222,0,,Public high schools in Ohio
Peebles High School (Ohio),https://en.wikipedia.org/wiki/Peebles_High_School_(Ohio),6675452,Ohio,high,"Public school in Peebles, Ohio, United States",high school,,http://www.peebles.scoca-k12.org,Adams County Ohio Valley School District,390619004108,45660,Q7160135,38.94055556,-83.41611111,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/PeeblesOhioHS1.JPG/330px-PeeblesOhioHS1.JPG,Public high schools in Ohio
Penta Career Center,https://en.wikipedia.org/wiki/Penta_Career_Center,40729458,Ohio,high,"Public vocational hs school in Wood County, United States",high school,,https://www.pentacareercenter.org/default.aspx,,390513504080,43551,Q15265930,41.58392778,-83.5714,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Penta_Career_Center_Main_Entrance%2C_February_2021.jpg/330px-Penta_Career_Center_Main_Entrance%2C_February_2021.jpg,Vocational schools in Ohio
"Perkins High School (Erie County, Ohio)","https://en.wikipedia.org/wiki/Perkins_High_School_(Erie_County,_Ohio)",8958307,Ohio,high,"Public, coeducational high school in Sandusky, , Ohio, United States",high school,,http://www.perkins.k12.oh.us,Perkins Local School District,390468102663,44870,Q7169044,41.41277778,-82.70194444,0,,Public high schools in Ohio
"Perry High School (Lima, Ohio)","https://en.wikipedia.org/wiki/Perry_High_School_(Lima,_Ohio)",6667661,Ohio,high,"School in Lima, Ohio, United States",high school,,http://www.noacsc.org/allen/pe/index.htm,,390457802342,45806-9802,Q7169801,40.68722222,-84.05416667,0,,Public high schools in Ohio
"Perry High School (Perry, Ohio)","https://en.wikipedia.org/wiki/Perry_High_School_(Perry,_Ohio)",6997234,Ohio,high,"Public, coeducational school in Perry, Ohio, United States",high school,,http://www.perry-lake.org,Perry Public Schools,390479003037,44081,Q7169804,41.77305556,-81.14027778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Perry_high_school_a.jpg/330px-Perry_high_school_a.jpg,Public high schools in Ohio
"Perry High School (Stark County, Ohio)","https://en.wikipedia.org/wiki/Perry_High_School_(Stark_County,_Ohio)",6903618,Ohio,high,"Public school in Massillon, Ohio, United States",high school,1956,http://perrylocal.org,Perry Local School District,390499203750,44646,Q7169806,40.7891,-81.4632,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Perry_HS%281%297-15-24_thumbnail_IMG_2029.jpg/330px-Perry_HS%281%297-15-24_thumbnail_IMG_2029.jpg,Public high schools in Ohio
Perrysburg High School,https://en.wikipedia.org/wiki/Perrysburg_High_School,9638123,Ohio,high,"Public school in Perrysburg, Ohio, United States",high school,1849,https://www.perrysburgschools.net/perrysburghighschool_home.aspx,Perrysburg Exempted Village School District,390455802288,43551,Q7169999,41.519219,-83.653107,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Perrysburg_High_School%2C_August_2021.jpg/330px-Perrysburg_High_School%2C_August_2021.jpg,Public high schools in Ohio
Pettisville High School,https://en.wikipedia.org/wiki/Pettisville_High_School,8990144,Ohio,high,"Public, coeducational high school in Pettisville, , Ohio, United States",high school,,http://pettisvilleschools.org/,Pettisville Local School District,390470702769,43553,Q7179353,41.53027778,-84.22777778,0,,Public high schools in Ohio
Philo High School,https://en.wikipedia.org/wiki/Philo_High_School,9127466,Ohio,high,"Public, coeducational high school in Duncan Falls, , Ohio, United States",high school,,https://www.franklinlocalschools.org/schools/philo-high-school/,,390488403425,43734,Q7186015,39.884014,-81.910163,0,,Public high schools in Ohio
Pickaway-Ross Career & Technology Center,https://en.wikipedia.org/wiki/Pickaway-Ross_Career_&_Technology_Center,34740244,Ohio,,"Public, rural, high school in the United States",public educational institution of the United States,1974,http://www.pickawayross.com/Default.aspx,,,45601-9010,Q17065989,39.44,-82.96138889,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/PickawayRoss.JPG/330px-PickawayRoss.JPG,Vocational schools in Ohio
Pickerington High School Central,https://en.wikipedia.org/wiki/Pickerington_High_School_Central,8989666,Ohio,high,"Public high school in Pickerington, Ohio",high school,1940,http://www.pickerington.k12.oh.us/school_home.aspx?schoolID=1,Pickerington Local School District,390468902690,43147,Q7190836,39.87611111,-82.75555556,0,,Public high schools in Ohio
Pickerington High School North,https://en.wikipedia.org/wiki/Pickerington_High_School_North,8989715,Ohio,high,"Public, coeducational high school in Pickerington, , Ohio, United States",high school,2003,,Pickerington Local School District,390468904605,43147,Q7190837,39.90972222,-82.73361111,0,,Public high schools in Ohio
Piketon High School,https://en.wikipedia.org/wiki/Piketon_High_School,9464581,Ohio,high,"School in Ohio, United States",high school,,,,390491303503,,Q7193666,39.064444,-83.0225,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/PiketonOhioHS.JPG/330px-PiketonOhioHS.JPG,Public high schools in Ohio
Pioneer Career and Technology Center,https://en.wikipedia.org/wiki/Pioneer_Career_and_Technology_Center,7764000,Ohio,high,"Vocational school in Shelby, Ohio",high school,,http://www.go2pioneer.com,,390514104084,44875,Q7196656,40.903056,-82.669722,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Pioneer.JPG/330px-Pioneer.JPG,Vocational schools in Ohio
Piqua High School,https://en.wikipedia.org/wiki/Piqua_High_School,9125278,Ohio,high,Public school,high school,,http://www.piqua.org,,390446401526,,Q7197527,40.16402,-84.20668,0,,Public high schools in Ohio
"Pleasant High School (Marion, Ohio)","https://en.wikipedia.org/wiki/Pleasant_High_School_(Marion,_Ohio)",9110128,Ohio,high,"Public school in Marion, Ohio, United States",high school,,,,390484203246,43302,Q7203828,40.519444,-83.136111,0,,Public high schools in Ohio
Plymouth High School (Ohio),https://en.wikipedia.org/wiki/Plymouth_High_School_(Ohio),9093900,Ohio,high,"Public school in Plymouth, Ohio, United States",high school,,http://plymouth.schoolwires.com/plymouth/site/default.asp,Plymouth-Shiloh Local School District,390494603605,44865,Q7205814,40.987222,-82.653056,0,,Public high schools in Ohio
Poland Seminary,https://en.wikipedia.org/wiki/Poland_Seminary,21750519,Ohio,,,university-preparatory school,1849,,,,,Q18706015,41.0047222,-80.5905556,0,,Preparatory schools in Ohio
Poland Seminary High School,https://en.wikipedia.org/wiki/Poland_Seminary_High_School,8318747,Ohio,high,"Public high school in Poland, Ohio, United States",high school,,http://www.polandbulldogs.com,,390483403218,44514,Q7208904,41.0047222,-80.5905556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Poland_seminary_%283%29.jpg/330px-Poland_seminary_%283%29.jpg,Public high schools in Ohio
Polaris Career Center,https://en.wikipedia.org/wiki/Polaris_Career_Center,7643775,Ohio,,,public educational institution of the United States,,http://www.polaris.edu,,,44130-3375,Q7209124,41.3644444,-81.8325,0,,Vocational schools in Ohio
Port Clinton High School,https://en.wikipedia.org/wiki/Port_Clinton_High_School,9390705,Ohio,high,Public high school in the United States,high school,,,,390446501536,,Q7230553,41.503588,-82.937509,0,,Public high schools in Ohio
Port Jefferson School,https://en.wikipedia.org/wiki/Port_Jefferson_School,27455747,Ohio,high,United States historic place,school,,,,,,Q7230721,40.32972222,-84.09333333,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Site_of_the_Port_Jefferson_School.jpg/330px-Site_of_the_Port_Jefferson_School.jpg,"High schools in Shelby County, Ohio"
Portsmouth High School (Ohio),https://en.wikipedia.org/wiki/Portsmouth_High_School_(Ohio),9543040,Ohio,high,"Public high school in Portsmouth, Ohio, United States",high school,,,,391002701544,45652,Q7232472,38.736,-82.9884,0,,Public high schools in Ohio
Portsmouth West High School,https://en.wikipedia.org/wiki/Portsmouth_West_High_School,9543172,Ohio,high,"Public school in West Portsmouth, Ohio, United States",high school,,http://www.west.k12.oh.us,,390496503665,45663,Q7232507,38.7158333,-83.0519444,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/PWestHS.JPG/330px-PWestHS.JPG,Public high schools in Ohio
Preble Shawnee High School,https://en.wikipedia.org/wiki/Preble_Shawnee_High_School,9484790,Ohio,high,"School in Gratis Township, Ohio, United States",high school,,,,390492803550,,Q7239383,39.6272222,-84.555,0,,Public high schools in Ohio
Princeton High School (Ohio),https://en.wikipedia.org/wiki/Princeton_High_School_(Ohio),1926815,Ohio,high,"Public school in Cincinnati, Ohio, United States",high school,1959,http://www.princeton.k12.oh.us/highschool.cfm,Princeton City School District,390446701554,45246,Q7244967,39.27277778,-84.44305556,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/VikingHead2026.jpg/330px-VikingHead2026.jpg,International Baccalaureate schools in Ohio
Purcell Marian High School,https://en.wikipedia.org/wiki/Purcell_Marian_High_School,3382189,Ohio,high,"School in Cincinnati, Ohio, United States",high school,1980,http://www.purcellmarian.org,,,45206,Q5768710,39.13083333,-84.47527778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Purcell_Marian_High_School_Drone_Image_1.jpg/330px-Purcell_Marian_High_School_Drone_Image_1.jpg,Private schools in Cincinnati
Put-in-Bay High School,https://en.wikipedia.org/wiki/Put-in-Bay_High_School,9391151,Ohio,high,"Public high school in Put-In-Bay, Ohio, USA",high school,,,,390489703466,,Q7262074,41.650577,-82.820977,0,,Public high schools in Ohio
Pymatuning Valley High School,https://en.wikipedia.org/wiki/Pymatuning_Valley_High_School,6768304,Ohio,high,"Public, coeducational school in Andover, , Ohio, United States",high school,,http://www.pvschools.k12.oh.us,Pymatuning Valley School District,390458802374,44003,Q7263107,41.61111111,-80.58444444,0,,Public high schools in Ohio
Ralph C. Starkey High School,https://en.wikipedia.org/wiki/Ralph_C._Starkey_High_School,25470419,Ohio,high,"School in Circleville, , Ohio, United States",high school,,http://www.dys.ohio.gov/dysweb/MYCfacility.aspx,,390023704676,43113,Q7287307,39.615278,-82.951667,36,,Public high schools in Ohio
Ravenna High School (Ohio),https://en.wikipedia.org/wiki/Ravenna_High_School_(Ohio),9468970,Ohio,high,"Secondary school in Ravenna, Ohio, United States",high school,1858,,Ravenna School District,390446801563,44266,Q7296465,,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ravenna_High_new_1.jpg/330px-Ravenna_High_new_1.jpg,Public high schools in Ohio
Rayen High School,https://en.wikipedia.org/wiki/Rayen_High_School,8317967,Ohio,high,"School in Youngstown, Ohio, United States",high school,,http://www.youngstown.k12.oh.us/,Youngstown City School District,,44504,Q7298442,,,0,,"Former high schools in Mahoning County, Ohio"
Reading High School (Ohio),https://en.wikipedia.org/wiki/Reading_High_School_(Ohio),8856061,Ohio,high,"Public high school in Reading, Ohio, United States",high school,,http://www.readingschools.org,Reading Community City School District,390446901571,45215,Q7300517,39.22055556,-84.42666667,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/ReadingSchoolsUnderConstruction.jpg/330px-ReadingSchoolsUnderConstruction.jpg,Public high schools in Ohio
Recording Workshop,https://en.wikipedia.org/wiki/Recording_Workshop,34969467,Ohio,,"School in Chillicothe, Ross County, Ohio, United States",school,1977,,,,45601,Q7302920,39.24812,-82.981612,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/RecordingWorkshop.JPG/330px-RecordingWorkshop.JPG,Schools in Ohio
Revere High School (Ohio),https://en.wikipedia.org/wiki/Revere_High_School_(Ohio),8827835,Ohio,high,"School in Richfield, Ohio, United States",high school,,,Revere Local School District,390500503818,44286,Q7318100,41.20111111,-81.61777778,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Revere_High_School_8-4-22_%282%29.jpg/330px-Revere_High_School_8-4-22_%282%29.jpg,Public high schools in Ohio
Reynoldsburg High School,https://en.wikipedia.org/wiki/Reynoldsburg_High_School,6733017,Ohio,high,"Public high school in Reynoldsburg, Ohio, United States",high school,1870,http://www.reyn.org/estem_home.aspx,,,43068,Q14716796,39.94305556,-82.81611111,0,,Public high schools in Ohio
Richard Allen Schools,https://en.wikipedia.org/wiki/Richard_Allen_Schools,60517352,Ohio,,Charter school system,charter school,,,,,,Q65058208,,,0,,Charter schools in Ohio
